State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
"MP","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Pressure sores","PSI_3_ULCER","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Broken hip from a fall after surgery","PSI_8_POST_HIP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MP","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Death rate for heart attack patients","MORT_30_AMI","2","24","0","55","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MS","Death rate for heart failure patients","MORT_30_HF","4","68","1","21","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MS","Death rate for pneumonia patients","MORT_30_PN","9","80","1","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MS","Death rate for COPD patients","MORT_30_COPD","3","68","0","21","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MS","Death rate for stroke patients","MORT_30_STK","3","33","0","51","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MS","Death rate for CABG surgery patients","MORT_30_CABG","1","16","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MS","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","2","24","0","10","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"MS","Serious complications","PSI_90_SAFETY","5","56","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","59","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","38","0","8","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","37","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","43","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","20","0","17","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Pressure sores","PSI_3_ULCER","3","56","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","60","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","34","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","39","0","8","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","4","31","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MS","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","7","28","0","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Death rate for heart attack patients","MORT_30_AMI","0","9","0","34","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MT","Death rate for heart failure patients","MORT_30_HF","3","25","0","33","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MT","Death rate for pneumonia patients","MORT_30_PN","0","44","0","17","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MT","Death rate for COPD patients","MORT_30_COPD","0","25","0","34","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MT","Death rate for stroke patients","MORT_30_STK","2","12","0","32","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MT","Death rate for CABG surgery patients","MORT_30_CABG","0","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"MT","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","23","0","3","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"MT","Serious complications","PSI_90_SAFETY","0","13","1","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","13","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","11","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","9","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","11","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","8","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Pressure sores","PSI_3_ULCER","0","13","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","13","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","11","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","12","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","12","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"MT","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","1","11","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Death rate for heart attack patients","MORT_30_AMI","0","74","1","28","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NC","Death rate for heart failure patients","MORT_30_HF","3","93","3","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NC","Death rate for pneumonia patients","MORT_30_PN","20","81","4","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NC","Death rate for COPD patients","MORT_30_COPD","7","88","1","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NC","Death rate for stroke patients","MORT_30_STK","3","82","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NC","Death rate for CABG surgery patients","MORT_30_CABG","0","20","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NC","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","3","72","5","11","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NC","Serious complications","PSI_90_SAFETY","2","78","6","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","85","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","4","77","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","78","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","80","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","4","42","0","31","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Pressure sores","PSI_3_ULCER","6","76","3","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","85","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Blood stream infection after surgery","PSI_13_POST_SEPSIS","1","68","3","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","81","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","73","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NC","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","3","66","4","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Death rate for heart attack patients","MORT_30_AMI","0","8","0","27","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ND","Death rate for heart failure patients","MORT_30_HF","0","20","0","24","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ND","Death rate for pneumonia patients","MORT_30_PN","0","34","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ND","Death rate for COPD patients","MORT_30_COPD","1","15","0","26","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ND","Death rate for stroke patients","MORT_30_STK","1","7","0","29","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ND","Death rate for CABG surgery patients","MORT_30_CABG","1","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"ND","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","9","0","0","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"ND","Serious complications","PSI_90_SAFETY","2","6","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","7","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Pressure sores","PSI_3_ULCER","1","6","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","7","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","6","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"ND","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","4","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Death rate for heart attack patients","MORT_30_AMI","0","20","0","53","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NE","Death rate for heart failure patients","MORT_30_HF","2","41","0","41","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NE","Death rate for pneumonia patients","MORT_30_PN","1","73","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NE","Death rate for COPD patients","MORT_30_COPD","0","45","0","37","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NE","Death rate for stroke patients","MORT_30_STK","0","22","0","57","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NE","Death rate for CABG surgery patients","MORT_30_CABG","0","8","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NE","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","43","0","11","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NE","Serious complications","PSI_90_SAFETY","4","20","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","2","22","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","24","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","22","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","23","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","15","0","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Pressure sores","PSI_3_ULCER","2","22","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","24","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","24","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","22","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","23","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NE","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","18","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Death rate for heart attack patients","MORT_30_AMI","0","17","1","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NH","Death rate for heart failure patients","MORT_30_HF","1","23","2","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NH","Death rate for pneumonia patients","MORT_30_PN","0","26","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NH","Death rate for COPD patients","MORT_30_COPD","0","25","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NH","Death rate for stroke patients","MORT_30_STK","0","19","1","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NH","Death rate for CABG surgery patients","MORT_30_CABG","0","3","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NH","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","22","0","2","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NH","Serious complications","PSI_90_SAFETY","0","12","1","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","9","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Pressure sores","PSI_3_ULCER","1","12","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Blood stream infection after surgery","PSI_13_POST_SEPSIS","0","12","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","1","12","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NH","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","13","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Death rate for heart attack patients","MORT_30_AMI","1","60","2","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NJ","Death rate for heart failure patients","MORT_30_HF","1","55","9","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NJ","Death rate for pneumonia patients","MORT_30_PN","2","52","11","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NJ","Death rate for COPD patients","MORT_30_COPD","1","60","2","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NJ","Death rate for stroke patients","MORT_30_STK","0","58","3","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NJ","Death rate for CABG surgery patients","MORT_30_CABG","0","16","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NJ","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","48","2","13","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NJ","Serious complications","PSI_90_SAFETY","5","57","2","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","64","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","4","60","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","63","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","64","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","53","1","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Pressure sores","PSI_3_ULCER","7","57","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","64","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Blood stream infection after surgery","PSI_13_POST_SEPSIS","3","58","1","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","2","61","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","62","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NJ","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","2","57","2","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Death rate for heart attack patients","MORT_30_AMI","0","13","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NM","Death rate for heart failure patients","MORT_30_HF","0","29","1","10","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NM","Death rate for pneumonia patients","MORT_30_PN","0","39","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NM","Death rate for COPD patients","MORT_30_COPD","0","31","0","8","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NM","Death rate for stroke patients","MORT_30_STK","1","16","0","20","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NM","Death rate for CABG surgery patients","MORT_30_CABG","0","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NM","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","17","0","7","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NM","Serious complications","PSI_90_SAFETY","2","30","0","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","29","0","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","25","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","23","0","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","26","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","8","0","16","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Pressure sores","PSI_3_ULCER","1","28","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","29","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","20","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","25","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","1","21","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NM","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","0","22","0","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Death rate for heart attack patients","MORT_30_AMI","0","20","0","14","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NV","Death rate for heart failure patients","MORT_30_HF","1","26","1","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NV","Death rate for pneumonia patients","MORT_30_PN","4","26","0","9","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NV","Death rate for COPD patients","MORT_30_COPD","2","27","0","5","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NV","Death rate for stroke patients","MORT_30_STK","1","16","0","15","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NV","Death rate for CABG surgery patients","MORT_30_CABG","1","11","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NV","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","21","0","4","20 - State and national averages do not include VHA hospital data.","04/01/2014","03/31/2017"
"NV","Serious complications","PSI_90_SAFETY","6","16","1","Not Available","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","21","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","17","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","A wound that splits open after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","19","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","19","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","14","1","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Pressure sores","PSI_3_ULCER","2","18","1","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Broken hip from a fall after surgery","PSI_8_POST_HIP","0","22","0","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Blood stream infection after surgery","PSI_13_POST_SEPSIS","2","17","1","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Perioperative Hemorrhage or Hematoma Rate","PSI_9_POST_HEM","0","20","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Postoperative Acute Kidney Injury Requiring Dialysis Rate","PSI_10_POST_KIDNEY","0","20","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NV","Postoperative Respiratory Failure Rate","PSI_11_POST_RESP","5","15","0","0","20 - State and national averages do not include VHA hospital data.","10/01/2015","06/30/2017"
"NY","Death rate for heart attack patients","MORT_30_AMI","1","127","6","36","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
"NY","Death rate for heart failure patients","MORT_30_HF","8","134","21","11","20 - State and national averages do not include VHA hospital data.","07/01/2014","06/30/2017"
