State,Condition,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","175","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","166","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","163","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","180","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","117","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","170","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","306","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","179","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","197","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","149","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","141","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","187","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","167","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","216","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","187","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","161","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","163","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","172","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","165","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","197","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","174","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","137","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","173","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","10","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","39","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","34","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","32","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","43","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","23","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","46","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","13","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","11","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","24","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","12","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","13","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","21","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","27","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","22","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","25","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","27","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","25","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","7","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
