"CMS Certification Number","Facility Name","Address","City","County","State","Zip","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Measure Start Date","Measure End Date"
"250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","1100 Belk Blvd","Oxford",,"MS","38655",6622328100,97,3,0,98,90,7,3,94,85,12,3,94,85,13,2,94,,4202,996,24,04/01/2017,03/31/2018
"250036","GEORGE REGIONAL HEALTH SYSTEM","859 Winter Street","Lucedale",,"MS","39452",6019473161,91,2,7,92,86,12,2,92,48,44,8,86,76,16,8,87,"1",109,9,9,04/01/2017,03/31/2018
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 Hospital Drive","Booneville",,"MS","38829",6627205000,99,1,0,99,97,3,0,98,90,7,3,95,85,14,1,94,,421,154,37,04/01/2017,03/31/2018
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 Lakeland Dr","Jackson",,"MS","39216",6012002000,93,6,1,96,88,10,2,93,82,16,2,93,83,15,2,93,,1500,335,22,04/01/2017,03/31/2018
"250050","OCH REGIONAL MEDICAL CENTER","400 Hospital Road /Mail Po Box 1506","Starkville",,"MS","39759",6623234320,97,3,0,98,91,7,2,94,79,18,3,92,71,25,4,88,,725,169,23,04/01/2017,03/31/2018
"250058","SOUTH CENTRAL REG MED CTR","1220 Jefferson St Box 607","Laurel",,"MS","39440",6014264000,,,,,,,,,,,,,,,,,"4",,,,,
"250067","CLAY COUNTY MEDICAL CORPORATION","150 Medical Center Dr","West Point",,"MS","39773",6624952300,98,2,0,99,94,5,1,97,85,13,2,94,84,14,2,93,"3",560,92,16,04/01/2017,03/31/2018
"250078","FORREST GENERAL HOSPITAL","6051 Us Highway 49","Hattiesburg",,"MS","39404",6012887000,97,3,0,98,90,9,1,94,85,12,3,94,85,14,1,95,,1756,416,24,04/01/2017,03/31/2018
"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 Marion Av Box 1307","Mccomb",,"MS","39649",6012495500,,,,,,,,,,,,,,,,,"4",,,,,
"250100","BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","2520 5th St N","Columbus",,"MS","39703",6622441500,97,2,1,98,91,7,2,94,83,13,4,93,79,19,2,92,,3522,760,22,04/01/2017,03/31/2018
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N State St","Jackson",,"MS","39202",6019681000,96,4,0,98,92,7,1,95,86,11,3,94,87,11,2,94,,4540,1130,25,04/01/2017,03/31/2018
"250104","ANDERSON REGIONAL MEDICAL CTR","2124 14 St","Meridian",,"MS","39301",6015536000,94,5,1,97,91,7,2,95,82,15,3,93,81,16,3,92,,1692,459,27,04/01/2017,03/31/2018
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 Highland Pkwy","Picayune",,"MS","39466",6013589400,97,2,1,98,94,5,1,96,85,13,2,94,78,19,3,91,,702,187,27,04/01/2017,03/31/2018
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 Getwell Dr","Senatobia",,"MS","38668",6625623100,93,7,0,97,90,9,1,94,75,23,2,93,75,21,4,91,"3",223,81,38,04/01/2017,03/31/2018
"250141","BAPTIST MEMORIAL HOSPITAL DESOTO","7601 Southcrest Parkway","Southaven",,"MS","38671",6627724000,96,3,1,98,90,8,2,94,81,15,4,92,79,18,3,91,,3684,757,21,04/01/2017,03/31/2018
"250167","METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","4250 Bethel Road","Olive Branch",,"MS","38654",6629329000,99,1,0,100,90,9,1,94,96,2,2,96,95,5,0,98,,555,109,20,04/01/2017,03/31/2018
"251318","NORTH SUNFLOWER MEDICAL CENTER CAH","840 North Oak Avenue/Po Box 369","Ruleville",,"MS","38771",6627562711,96,3,1,98,91,7,2,95,85,12,3,94,92,7,1,97,,1105,258,26,04/01/2017,03/31/2018
"251329","GREENE COUNTY HOSPITAL CAH","1017 Jackson Street","Leakesville",,"MS","39451",6013944135,86,5,9,89,76,15,9,83,67,13,20,82,70,18,12,83,"3",178,23,16,04/01/2017,03/31/2018
"260005","SSM ST JOSEPH HEALTH CENTER","300 1st Capitol Dr","Saint Charles",,"MO","63301",6369475000,97,3,0,98,91,7,2,95,86,12,2,94,81,17,2,92,,2236,659,29,04/01/2017,03/31/2018
"260006","MOSAIC LIFE CARE AT ST JOSEPH","5325 Faraon St","Saint Joseph",,"MO","64506",8162716000,,,,,,,,,,,,,,,,,"4",,,,,
"260011","SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY","2505 Mission Drive","Jefferson City",,"MO","65109",5736813000,96,4,0,98,89,9,2,93,87,10,3,94,80,19,1,93,,1140,354,31,04/01/2017,03/31/2018
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10th St","Rolla",,"MO","65401",5734588899,98,2,0,99,93,6,1,96,83,14,3,93,73,24,3,89,,2055,488,24,04/01/2017,03/31/2018
"260025","HANNIBAL REGIONAL HOSPITAL","6000 Hospital Drive,po Box 551","Hannibal",,"MO","63401",5732481300,,,,,,,,,,,,,,,,,"4",,,,,
"260040","COX MEDICAL CENTERS","1423 North Jefferson Avenue","Springfield",,"MO","65802",4172696000,96,3,1,98,89,9,2,93,86,11,3,94,84,14,2,94,,2489,673,27,04/01/2017,03/31/2018
"260047","CAPITAL REGION MEDICAL CENTER","1125 Madison Street","Jefferson City",,"MO","65101",5736325000,,,,,,,,,,,,,,,,,"4",,,,,
"260048","TRUMAN MEDICAL CENTER HOSPITAL HILL","2301 Holmes Street","Kansas City",,"MO","64108",8164041000,,,,,,,,,,,,,,,,,"4",,,,,
"260050","SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE","2016 S Main St","Maryville",,"MO","64468",6605622600,98,2,0,99,92,7,1,96,82,15,3,93,76,22,2,91,,587,223,38,04/01/2017,03/31/2018
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S Ash St","Nevada",,"MO","64772",4176673355,,,,,,,,,,,,,,,,,"4",,,,,
"260064","SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","620 E Monroe St","Mexico",,"MO","65265",5735825000,97,3,0,98,92,7,1,96,82,15,3,93,72,26,2,90,,758,255,34,04/01/2017,03/31/2018
"260078","OZARKS MEDICAL CENTER","1100 N Kentucky Ave,po Box 1100","West Plains",,"MO","65775",4172569111,,,,,,,,,,,,,,,,,"4",,,,,
"260081","SSM ST CLARE HEALTH CENTER","1015 Bowles Avenue","Fenton",,"MO","63026",6364962000,97,3,0,98,93,6,1,96,89,10,1,95,86,13,1,95,,1572,491,31,04/01/2017,03/31/2018
"260091","SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","6420 Clayton Rd","Saint Louis",,"MO","63117",3147688000,97,3,0,98,90,8,2,94,85,12,3,93,83,14,3,93,,3674,912,25,04/01/2017,03/31/2018
"260094","COX MEDICAL CENTER BRANSON","525 Branson Landing Blvd, Po Box 650,po Box 650","Branson",,"MO","65615",4173357000,,,,,,,,,,,,,,,,,"4",,,,,
"260097","WESTERN MISSOURI MEDICAL CENTER","403 Burkarth Rd","Warrensburg",,"MO","64093",6607472500,98,2,0,99,95,4,1,97,84,13,3,93,78,21,1,92,,1598,442,28,04/01/2017,03/31/2018
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 Lee's Summit Rd","Kansas City",,"MO","64139",8164047000,,,,,,,,,,,,,,,,,"4",,,,,
"260104","SSM DEPAUL HEALTH CENTER","12303 Depaul Dr","Bridgeton",,"MO","63044",3143446000,97,3,0,99,92,7,1,95,87,11,2,95,83,15,2,94,,4909,1400,29,04/01/2017,03/31/2018
"260105","ST LOUIS UNIVERSITY HOSPITAL","3635 Vista Ave,attn: Him Dir","Saint Louis",,"MO","63110",3145778000,,,,,,,,,,,,,,,,,"4",,,,,
"260179","ST LUKES HOSPITAL","232 S Woods Mill Rd","Chesterfield",,"MO","63017",3144341500,96,3,1,98,89,9,2,93,84,14,2,94,83,15,2,93,,2099,764,36,04/01/2017,03/31/2018
"260183","SAINT FRANCIS MEDICAL CENTER","211 Saint Francis Dr","Cape Girardeau",,"MO","63703",5733313000,,,,,,,,,,,,,,,,,"4",,,,,
"260195","CITIZENS MEMORIAL HOSPITAL","1500 N Oakland Ave","Bolivar",,"MO","65613",4173266000,98,2,0,99,92,6,2,95,86,12,2,94,74,24,2,90,,1184,406,34,04/01/2017,03/31/2018
"260200","SSM ST JOSEPH HOSPITAL WEST","100 Medical Plaza","Lake Saint Louis",,"MO","63367",6366255200,98,2,0,99,91,7,2,94,87,12,1,95,85,13,2,94,,2992,903,30,04/01/2017,03/31/2018
"261303","COMMUNITY HOSPITAL ASSOCIATION","26136 Hwy 59","Fairfax",,"MO","64446",6606862111,,,,,,,,,,,,,,,,,"4",,,,,
"270004","BILLINGS CLINIC","2800 10th Ave N","Billings",,"MT","59101",4066574000,,,,,,,,,,,,,,,,,"4",,,,,
"270012","BENEFIS HOSPITALS INC","1101 26th St. S.","Great Falls",,"MT","59405",4064555000,,,,,,,,,,,,,,,,,"4",,,,,
"270014","ST. PATRICK HOSPITAL","500 W Broadway,po Box 4587","Missoula",,"MT","59802",4065437271,98,2,0,99,91,7,2,94,87,11,2,94,88,11,1,96,,4986,1876,38,04/01/2017,03/31/2018
"270017","ST JAMES HEALTHCARE","400 South Clark St,po Box 3300","Butte",,"MT","59701",4067232500,96,3,1,97,88,9,3,93,73,20,7,89,64,32,4,86,,1768,518,29,04/01/2017,03/31/2018
"270049","ST VINCENT HEALTHCARE","1233 N 30th St","Billings",,"MT","59107",4066577000,96,4,0,98,88,9,3,93,83,15,2,93,84,14,2,94,,5038,1498,30,04/01/2017,03/31/2018
"270051","KALISPELL REGIONAL MEDICAL CENTER","310 Sunnyview Lane","Kalispell",,"MT","59901",4067525111,,,,,,,,,,,,,,,,,"4",,,,,
"270057","BOZEMAN HEALTH DEACONESS HOSPITAL","915 Highland Blvd","Bozeman",,"MT","59715",4065855000,,,,,,,,,,,,,,,,,"4",,,,,
"270087","THE HEALTHCENTER","320 Sunnyview Lane","Kalispell",,"MT","59901",4067517550,,,,,,,,,,,,,,,,,"4",,,,,
"271318","BARRETT HOSPITAL & HEALTHCARE","600 Mt Hwy 91 S","Dillon",,"MT","59725",4066833000,,,,,,,,,,,,,,,,,"4",,,,,
"271320","CABINET PEAKS MEDICAL CENTER","209 Health Park Dr","Libby",,"MT","59923",4062837000,97,3,0,99,91,7,2,95,83,15,2,94,88,10,2,95,,796,210,27,04/01/2017,03/31/2018
"271335","COMMUNITY HOSPITAL OF ANACONDA","401 W Pennsylvania","Anaconda",,"MT","59711",4065638500,,,,,,,,,,,,,,,,,"4",,,,,
"271343","PROVIDENCE ST JOSEPH MEDICAL CENTER","Six 13th Ave E,po Box 1010","Polson",,"MT","59860",4068835377,97,3,0,98,93,6,1,97,85,13,2,94,81,17,2,93,,675,194,29,04/01/2017,03/31/2018
"271344","SIDNEY HEALTH CENTER","216 14th Ave Sw","Sidney",,"MT","59270",4064882100,,,,,,,,,,,,,,,,,"4",,,,,
"271347","HOLY ROSARY HEALTHCARE","2600 Wilson St","Miles City",,"MT","59301",4062332600,96,4,0,98,90,8,2,94,77,21,2,92,74,25,1,91,,726,242,33,04/01/2017,03/31/2018
"280003","BRYAN MEDICAL CENTER","1600 South 48th St","Lincoln",,"NE","68506",4024811111,,,,,,,,,,,,,,,,,"4",,,,,
"280040","THE NEBRASKA METHODIST HOSPITAL","8303 Dodge St","Omaha",,"NE","68114",4023544000,,,,,,,,,,,,,,,,,"4",,,,,
"280065","GREAT PLAINS HEALTH","601 West Leota Street,po Box 1167","North Platte",,"NE","69101",3086968000,96,4,0,98,89,9,2,94,79,17,4,92,74,24,2,90,,745,214,29,04/01/2017,03/31/2018
"280077","FREMONT HEALTH","450 East 23rd St","Fremont",,"NE","68025",4027211610,97,3,0,99,92,7,1,95,85,13,2,93,76,21,3,90,,1218,462,38,04/01/2017,03/31/2018
"280111","COLUMBUS COMMUNITY HOSPITAL","4600 38th Street","Columbus",,"NE","68602",4025647118,,,,,,,,,,,,,,,,,"4",,,,,
"280125","FAITH REGIONAL HEALTH SERVICES","2700 West Norfolk Ave","Norfolk",,"NE","68701",4023714880,97,2,1,98,87,10,3,92,79,19,2,92,69,30,1,89,"2",448,171,39,04/01/2017,03/31/2018
"280129","NEBRASKA ORTHOPAEDIC HOSPITAL","2808 South 143rd Plaza","Omaha",,"NE","68144",4026371600,99,1,0,99,93,6,1,96,93,6,1,96,92,7,1,97,,4045,1585,39,04/01/2017,03/31/2018
"281309","COMMUNITY MEMORIAL HOSPITAL","P O Box N, 1579 Midland St,p.O. Box N","Syracuse",,"NE","68446",4022692011,,,,,,,,,,,,,,,,,"4",,,,,
"281338","HOWARD COUNTY MEDICAL CENTER","1102 Kendall Street,po Box 406","Saint Paul",,"NE","68873",3087544421,98,2,0,99,92,6,2,95,86,13,1,95,80,18,2,92,,370,148,40,04/01/2017,03/31/2018
"281345","PROVIDENCE MEDICAL CENTER","1200 Providence Rd","Wayne",,"NE","68787",4023753800,,,,,,,,,,,,,,,,,"4",,,,,
"281354","CRETE AREA MEDICAL CENTER","2910 Betten Drive,po Box 220","Crete",,"NE","68333",4028262102,,,,,,,,,,,,,,,,,"4",,,,,
"281361","LEXINGTON REGIONAL HEALTH CENTER","P O Box 980, 1201 North Erie St","Lexington",,"NE","68850",3083245651,,,,,,,,,,,,,,,,,"4",,,,,
"281363","COMMUNITY HOSPITAL","1301 East H Street","Mccook",,"NE","69001",3083452650,98,2,0,99,93,6,1,96,83,17,0,94,82,17,1,93,"5",1208,310,27,04/01/2017,03/31/2018
"290001","RENOWN REGIONAL MEDICAL CENTER","1155 Mill Street","Reno",,"NV","89502",7759824100,,,,,,,,,,,,,,,,,"4",,,,,
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 Medical Parkway","Carson City",,"NV","89703",7754458000,96,3,1,98,89,8,3,93,83,15,2,94,88,11,1,96,"5",1657,465,29,04/01/2017,03/31/2018
"290021","VALLEY HOSPITAL MEDICAL CENTER","620 Shadow Lane","Las Vegas",,"NV","89106",7023884000,92,7,1,95,84,11,5,90,73,20,7,89,68,26,6,86,,1130,255,23,04/01/2017,03/31/2018
"290022","DESERT SPRINGS HOSPITAL","2075 East Flamingo Road","Las Vegas",,"NV","89119",7023697600,93,6,1,96,82,12,6,88,72,22,6,89,69,26,5,87,,1069,242,23,04/01/2017,03/31/2018
"290032","NORTHERN NEVADA MEDICAL CENTER","2375 Prater Way","Sparks",,"NV","89434",7753317000,95,4,1,97,86,11,3,91,78,17,5,91,80,16,4,91,,1132,318,28,04/01/2017,03/31/2018
"290041","SUMMERLIN HOSPITAL MEDICAL CENTER","657 Town Center Drive","Las Vegas",,"NV","89144",7022337500,94,5,1,97,87,10,3,92,78,19,3,92,76,21,3,90,,1161,280,24,04/01/2017,03/31/2018
"290046","SPRING VALLEY HOSPITAL MEDICAL CENTER","5400 South Rainbow Blvd","Las Vegas",,"NV","89118",7028533000,94,4,2,96,87,9,4,91,77,18,5,91,74,22,4,90,,1332,306,23,04/01/2017,03/31/2018
"290049","RENOWN SOUTH MEADOWS MEDICAL CENTER","1155 Mill Street,mail Code 012","Reno",,"NV","89502",7759827000,,,,,,,,,,,,,,,,,"4",,,,,
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N Durango Dr","Las Vegas",,"NV","89149",7028359700,91,7,2,95,87,10,3,92,81,14,5,92,80,17,3,92,,1318,284,22,04/01/2017,03/31/2018
"290057","HENDERSON HOSPITAL","1050 West Galleria Drive","Henderson",,"NV","89011",7029637000,,,,,,,,,,,,,,,,,"4",,,,,
"300001","CONCORD HOSPITAL","250 Pleasant St","Concord",,"NH","03301",6032252711,,,,,,,,,,,,,,,,,"4",,,,,
"300003","MARY HITCHCOCK MEMORIAL HOSPITAL","1 Medical Center Drive","Lebanon",,"NH","03756",6036505000,97,3,0,98,92,7,1,95,87,11,2,94,87,11,2,95,,7131,2309,32,04/01/2017,03/31/2018
"300005","LAKES REGION GENERAL HOSPITAL","80 Highland St","Laconia",,"NH","03246",6035243211,,,,,,,,,,,,,,,,,"4",,,,,
"300011","ST JOSEPH HOSPITAL","172 Kinsley St","Nashua",,"NH","03060",6038823000,,,,,,,,,,,,,,,,,"4",,,,,
"300020","SOUTHERN NH MEDICAL CENTER","8 Prospect Street","Nashua",,"NH","03060",6035772000,97,3,0,98,91,7,2,95,84,14,2,94,87,11,2,95,,1565,383,25,04/01/2017,03/31/2018
"301300","UPPER CONNECTICUT VALLEY HOSPITAL","181 Corliss Lane","Colebrook",,"NH","03576",6032374971,,,,,,,,,,,,,,,,,"4",,,,,
"301303","WEEKS MEDICAL CENTER","173 Middle Street","Lancaster",,"NH","03584",6037884911,,,,,,,,,,,,,,,,,"4",,,,,
"301306","FRANKLIN REGIONAL HOSPITAL","15 Aiken Avenue","Franklin",,"NH","03235",6039342060,,,,,,,,,,,,,,,,,"4",,,,,
"301307","MEMORIAL HOSPITAL, THE","3073 White Mountain Highway","North Conway",,"NH","03860",6033565461,96,3,1,98,92,7,1,95,80,15,5,92,71,26,3,89,,1196,334,28,04/01/2017,03/31/2018
"301308","VALLEY REGIONAL HOSPITAL","243 Elm Street","Claremont",,"NH","03743",6035427771,,,,,,,,,,,,,,,,,"4",,,,,
"301309","MONADNOCK COMMUNITY HOSPITAL","452 Old Street Road","Peterborough",,"NH","03458",6039247191,,,,,,,,,,,,,,,,,"4",,,,,
"301310","ANDROSCOGGIN VALLEY HOSPITAL","59 Page Hill Road","Berlin",,"NH","03570",6037522200,,,,,,,,,,,,,,,,,"4",,,,,
"310010","UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO","1 Plainsboro Road","Plainsboro",,"NJ","08053",6098536500,,,,,,,,,,,,,,,,,"4",,,,,
"310019","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","703 Main St","Paterson",,"NJ","07503",9737542010,95,4,1,97,88,9,3,92,85,14,1,95,87,12,1,95,,5815,741,13,04/01/2017,03/31/2018
"310022","VIRTUA WEST JERSEY HOSPITALS","94 Brick Road","Marlton",,"NJ","08053",8563556000,98,2,0,99,91,7,2,95,87,12,1,94,85,13,2,94,,877,215,25,04/01/2017,03/31/2018
"310047","SHORE MEDICAL CENTER","100 Medical Center Way","Somers Point",,"NJ","08244",6096533500,,,,,,,,,,,,,,,,,"4",,,,,
"310057","VIRTUA MEMORIAL","175 Madison Ave","Mount Holly",,"NJ","08060",6092670700,97,2,1,98,93,6,1,96,82,13,5,92,82,15,3,92,,415,113,27,04/01/2017,03/31/2018
"310086","JEFFERSON STRATFORD HOSPITAL","18 East Laurel Road","Stratford",,"NJ","08084",8563467802,,,,,,,,,,,,,,,,,"4",,,,,
"310108","JFK MEDICAL CENTER","65 James Street","Edison",,"NJ","08818",7323217000,97,3,0,98,89,9,2,94,83,15,2,93,81,17,2,92,,1957,510,26,04/01/2017,03/31/2018
"320002","CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","455 St Michael's Drive","Santa Fe",,"NM","87505",5059135201,96,3,1,98,88,9,3,92,79,17,4,92,76,21,3,90,,1603,410,26,04/01/2017,03/31/2018
"320011","PRESBYTERIAN ESPANOLA HOSPITAL","1010 Spruce Street","Espanola",,"NM","87532",5057531502,,,,,,,,,,,,,,,,,"4",,,,,
"320021","PRESBYTERIAN HOSPITAL","1100 Central Avenue Se","Albuquerque",,"NM","87106",5057248386,,,,,,,,,,,,,,,,,"4",,,,,
"320022","PLAINS REGIONAL MEDICAL CENTER","2100 N Martin Luther King, Jr, Blvd","Clovis",,"NM","88101",5757697155,,,,,,,,,,,,,,,,,"4",,,,,
"320030","ARTESIA GENERAL HOSPITAL","702 N 13th Street","Artesia",,"NM","88210",5757483333,,,,,,,,,,,,,,,,,"4",,,,,
"321301","SOCORRO GENERAL HOSPITAL","1202 Highway 60 West","Socorro",,"NM","87801",5758351140,,,,,,,,,,,,,,,,,"4",,,,,
"321305","NOR-LEA HOSPITAL DISTRICT","1600 North Main Ave","Lovington",,"NM","88260",5753966611,,,,,,,,,,,,,,,,,"4",,,,,
"321306","LINCOLN COUNTY MEDICAL CENTER","211 Sudderth Drive","Ruidoso",,"NM","88345",5752578200,,,,,,,,,,,,,,,,,"4",,,,,
"330024","MOUNT SINAI HOSPITAL","One Gustave L Levy Place","New York",,"NY","10029",2122417981,94,5,1,97,89,8,3,93,82,14,4,92,83,14,3,92,,4068,764,19,04/01/2017,03/31/2018
"330043","NS/LIJ HS SOUTHSIDE HOSPITAL","301 East Main Street","Bay Shore",,"NY","11706",6319683000,96,4,0,98,92,6,2,95,86,11,3,94,84,14,2,94,,1839,458,25,04/01/2017,03/31/2018
"330045","NS/LIJ HS HUNTINGTON HOSPITAL","270 Park Avenue","Huntington",,"NY","11743",6313512000,97,2,1,98,91,7,2,94,83,15,2,93,80,18,2,93,,1239,384,32,04/01/2017,03/31/2018
"330046","MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL","1000 Tenth Avenue","New York",,"NY","10019",2125234000,94,5,1,97,88,9,3,93,76,19,5,91,76,20,4,90,,4401,706,16,04/01/2017,03/31/2018
"330047","ST MARY'S HEALTHCARE","427 Guy Park Avenue","Amsterdam",,"NY","12010",5188421900,97,3,0,98,90,8,2,94,81,16,3,93,83,16,1,94,"5",3454,758,23,04/01/2017,03/31/2018
"330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 Tenth Street","Niagara Falls",,"NY","14302",7162784000,,,,,,,,,,,,,,,,,"4",,,,,
"330074","F F THOMPSON HOSPITAL","350 Parrish St","Canandaigua",,"NY","14424",5853966000,,,,,,,,,,,,,,,,,"4",,,,,
"330079","ADIRONDACK MEDICAL CENTER","2233 State Route 86","Saranac Lake",,"NY","12983",5188914141,97,3,0,98,90,8,2,94,84,14,2,94,82,16,2,93,,2829,865,31,04/01/2017,03/31/2018
"330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","One Norton Avenue","Oneonta",,"NY","13820",6074322000,97,3,0,98,91,7,2,94,80,17,3,93,75,23,2,91,,1358,456,34,04/01/2017,03/31/2018
"330088","EASTERN LONG ISLAND HOSPITAL","201 Manor Place","Greenport",,"NY","11944",6314771000,,,,,,,,,,,,,,,,,"4",,,,,
"330090","ARNOT OGDEN MEDICAL CENTER","600 Roe Ave","Elmira",,"NY","14905",6077374100,95,4,1,97,90,8,2,94,75,21,4,90,70,26,4,88,,1407,373,27,04/01/2017,03/31/2018
"330100","NY EYE AND EAR INFIRMARY OF MOUNT SINAI","230 Second Ave","New York",,"NY","10003",2129794000,93,6,1,96,85,11,4,91,74,22,4,91,77,19,4,91,,2200,513,23,04/01/2017,03/31/2018
"330104","NYACK HOSPITAL","160 North Midland Avenue","Nyack",,"NY","10960",8453482000,,,,,,,,,,,,,,,,,"4",,,,,
"330106","NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET","972 Brush Hollow Road","Westbury",,"NY","11590",5165620100,96,4,0,98,91,7,2,95,87,11,2,94,86,13,1,95,,1398,370,27,04/01/2017,03/31/2018
"330107","PECONIC BAY MEDICAL CENTER","1300 Roanoke Avenue","Riverhead",,"NY","11901",6315486000,96,3,1,97,89,9,2,94,80,17,3,92,78,20,2,92,,1534,493,32,04/01/2017,03/31/2018
"330119","LENOX HILL HOSPITAL","100 East 77th Street","New York",,"NY","10075",2124342000,95,4,1,97,89,9,2,93,81,15,4,92,79,18,3,92,,1430,339,24,04/01/2017,03/31/2018
"330132","TLC NETWORK","845 Routes 5 And 20","Irving",,"NY","14081",7169517000,,,,,,,,,,,,,,,,,"4",,,,,
"330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 Hospital Road","Patchogue",,"NY","11772",6316547100,,,,,,,,,,,,,,,,,"4",,,,,
"330153","ELLIS HOSPITAL","1101 Nott Street","Schenectady",,"NY","12308",5182434196,,,,,,,,,,,,,,,,,"4",,,,,
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 Seaview Avenue","Staten Island",,"NY","10305",7182269000,96,3,1,97,90,8,2,94,84,14,2,93,78,20,2,92,,1217,327,27,04/01/2017,03/31/2018
"330162","NORTHERN WESTCHESTER HOSPITAL","400 East Main St","Mount Kisco",,"NY","10549",9146661200,97,3,0,98,91,7,2,94,84,14,2,94,86,11,3,94,,2345,693,30,04/01/2017,03/31/2018
"330164","HIGHLAND HOSPITAL","1000 South Avenue","Rochester",,"NY","14620",5854732200,,,,,,,,,,,,,,,,,"4",,,,,
"330169","MOUNT SINAI BETH ISRAEL","First Avenue At 16th Street","New York",,"NY","10003",2124202000,94,5,1,97,88,9,3,92,78,15,7,91,78,18,4,90,,4607,780,17,04/01/2017,03/31/2018
"330181","NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE","101 St Andrews Lane","Glen Cove",,"NY","11542",5166747300,99,1,0,99,93,5,2,95,92,7,1,96,88,11,1,96,,1664,572,34,04/01/2017,03/31/2018
"330194","MAIMONIDES MEDICAL CENTER","4802 Tenth Avenue","Brooklyn",,"NY","11219",7182836000,,,,,,,,,,,,,,,,,"4",,,,,
"330195","NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER","270-05 76th Ave","New Hyde Park",,"NY","11040",7184707000,97,3,0,99,90,8,2,94,87,12,1,95,88,11,1,96,,1150,255,22,04/01/2017,03/31/2018
"330197","CANTON-POTSDAM HOSPITAL","50 Leroy Street","Potsdam",,"NY","13676",3152653300,96,4,0,98,91,7,2,94,78,18,4,91,78,20,2,92,"2",2128,607,29,04/01/2017,03/31/2018
"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 Schenectady Avenue","Brooklyn",,"NY","11203",7186045789,,,,,,,,,,,,,,,,,"4",,,,,
"330211","CLAXTON-HEPBURN MEDICAL CENTER","214 King Street","Ogdensburg",,"NY","13669",3153933600,,,,,,,,,,,,,,,,,"4",,,,,
"330214","NEW YORK UNIVERSITY LANGONE MEDICAL CENTER","550 First Avenue","New York",,"NY","10016",2122637300,97,2,1,98,89,8,3,93,84,13,3,94,83,14,3,92,,2791,661,24,04/01/2017,03/31/2018
"330215","ROME MEMORIAL HOSPITAL, INC","1500 North James Street","Rome",,"NY","13440",3153387000,,,,,,,,,,,,,,,,,"4",,,,,
"330223","MASSENA MEMORIAL HOSPITAL","1 Hospital Drive","Massena",,"NY","13662",3157641711,,,,,,,,,,,,,,,,,"4",,,,,
"330235","AUBURN  COMMUNITY  HOSPITAL","17 Lansing Street","Auburn",,"NY","13021",3152557011,,,,,,,,,,,,,,,,,"4",,,,,
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  Clara Barton Street","Dansville",,"NY","14437",5853356001,97,3,0,98,89,9,2,93,83,15,2,93,80,19,1,93,,1086,414,38,04/01/2017,03/31/2018
