State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
"KY","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.849","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.810","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.748","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.794","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.746","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.975","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.713","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.785","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.807","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.733","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.953","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","1.033","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.992","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.566","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","1.012","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.821","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.923","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.707","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.730","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.647","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.756","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","1.067","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.767","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","1.036","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.673","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.779","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","1.049","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.869","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.860","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.749","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.795","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","1.137","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","SSI - Colon Surgery: Lower Confidence Limit","HAI_3_CI_LOWER","0.045","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.240","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.645","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.589","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","SSI - Abdominal Hysterectomy","HAI_4_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.811","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.884","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.658","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.775","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.062","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","SSI - Abdominal Hysterectomy","HAI_4_SIR","2.154","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.774","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.815","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","SSI - Abdominal Hysterectomy","HAI_4_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.483","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.099","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.938","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.799","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.931","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.708","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.078","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.964","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.278","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.165","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.619","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.862","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.378","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.711","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","SSI - Abdominal Hysterectomy","HAI_4_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.204","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.982","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.580","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.827","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.918","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.920","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.755","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.206","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.748","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.007","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.745","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.733","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.932","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","SSI - Abdominal Hysterectomy","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.305","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.734","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.109","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.939","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.731","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.165","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.864","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","SSI - Abdominal Hysterectomy","HAI_4_SIR","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.424","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.758","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","SSI - Abdominal Hysterectomy","HAI_4_SIR","1.148","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.870","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","SSI - Abdominal Hysterectomy","HAI_4_SIR","0.000","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","2.578","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.869","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.925","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.075","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.030","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.928","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.164","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","2.210","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","3.744","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.922","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.005","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.596","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.541","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.782","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.000","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.215","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.098","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.396","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.290","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.689","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.532","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.372","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MI","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.083","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MN","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.839","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MO","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.970","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MP","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MS","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.671","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MT","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","2.041","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NC","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.759","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ND","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","3.469","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NE","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.480","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NH","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.747","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NJ","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.018","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NM","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.892","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NV","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.272","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"NY","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.195","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OH","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.922","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OK","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.051","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"OR","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.421","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.145","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"PR","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"RI","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","2.218","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SC","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.010","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"SD","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.977","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TN","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.173","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"TX","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","0.848","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"UT","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.651","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.104","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VI","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"VT","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","3.156","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WA","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.047","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WI","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.505","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WV","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.478","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"WY","SSI - Abdominal Hysterectomy: Upper Confidence Limit","HAI_4_CI_UPPER","1.049","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AK","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.502","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AL","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.467","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AR","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.355","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AS","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"AZ","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.598","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.755","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CO","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.452","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"CT","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.492","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DC","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.431","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"DE","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","1.133","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"FL","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.645","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.655","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"GU","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"HI","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.081","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.760","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ID","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.436","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IL","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.630","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"IN","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.701","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KS","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.433","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"KY","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.818","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"LA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.704","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MA","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.946","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"MD","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.869","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
"ME","SSI - Abdominal Hysterectomy: Lower Confidence Limit","HAI_4_CI_LOWER","0.227","20 - State and national averages do not include VHA hospital data.","01/01/2017","12/31/2017"
