Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29002F","VA SIERRA NEVADA HEALTHCARE SYSTEM","975 KIRMAN AVENUE","RENO","NV","89502","WASHOE","7753281263","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","2","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","300","640","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","206","640","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","81","507","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"29004F","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","6900 NORTH PECOS ROAD","N. LAS VEGAS","NV","89086","CLARK","7027919024","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","0","11","","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","372","310","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","147","309","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","67","355","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"31001F","VA NEW JERSEY HEALTH CARE SYSTEM","385 TREMONT AVENUE","EAST ORANGE","NJ","07018","ESSEX","9736761000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","8","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","369","657","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","211","656","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","71","550","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"32005F","VA NEW MEXICO HEALTHCARE SYSTEM","1501 SAN PEDRO DRIVE SE","ALBUQUERQUE","NM","87108","BERNALILLO","5052562889","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","3","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","387","315","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","255","309","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","77","288","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33009F","ALBANY VA MEDICAL CENTER","113 HOLLAND AVENUE","ALBANY","NY","12208","ALBANY","5186265000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","9","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","86","216","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33011F","BATH VA MEDICAL CENTER","76 VETERANS AVE.","BATH","NY","14810","STEUBEN","6076644000","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","438","613","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","208","613","2 - Data submitted were based on a sample of cases/patients.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","69","447","2 - Data submitted were based on a sample of cases/patients.","10/01/2016","03/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Heart Attack or Chest Pain","OP-2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Heart Attack or Chest Pain","OP-3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Heart Attack or Chest Pain","OP-4","Aspirin at Arrival","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Heart Attack or Chest Pain","OP-5","Median Time to ECG","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Emergency Department","OP-18b","Median time from ED arrival to ED departure for discharged ED patients","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Emergency Department","OP-20","Door to diagnostic eval","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Emergency Department","OP-21","Median time to pain med","Minutes","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Emergency Department","OP-23","Head CT results","Percentage","Not Available","Not Available","7 - No cases met the criteria for this measure.","01/01/2017","12/31/2017"
"33012F","UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM)","3495 BAILEY AVENUE","BUFFALO","NY","14215","ERIE","7168623611","Blood Clot Prevention and Treatment","VTE-6","Hospital acquired potentially preventable venous thromboembolism","Percentage","Not Available","5","1 - The number of cases/patients is too few to report.","01/01/2017","12/31/2017"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY","12590","DUTCHESS","8458312000","Emergency Department","ED-1b","Median time from ED arrival to ED departure for admitted ED patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY","12590","DUTCHESS","8458312000","Emergency Department","ED-2b","Admit Decision Time to ED Departure Time for Admitted Patients","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY","12590","DUTCHESS","8458312000","Preventive Care","IMM-2","Patients assessed and given influenza vaccination","Percentage","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","10/01/2016","03/31/2017"
"33014F","VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT","41 CASTLE POINT ROAD","WAPPINGERS FALLS","NY","12590","DUTCHESS","8458312000","Heart Attack or Chest Pain","OP-1","Median Time to Fibrinolysis","Minutes","Not Available","Not Available","24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.","01/01/2017","12/31/2017"
