Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,60,15,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,96,368,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,438,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,88,208,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),61,208,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,1.6,3005,,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3005,,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,5,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,82,279,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,97,380,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,17,134,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),11,134,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.46,5964,,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5964,,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,99,575,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,766,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,94,235,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,7082028387,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),43,235,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,100,278,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,389,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,96,123,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),52,123,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.02,3189,,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.08,3189,,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,62,13,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,90,458,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,98,589,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,92,131,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),26,131,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.02,441,,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,441,,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,9,11,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,86,171,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,318,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,81,132,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),23,132,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.1,6937,,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.04,6937,,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,98,588,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,780,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,67,218,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,4143842000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),46,218,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,98,198,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,334,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,68,105,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,3166852221,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),39,105,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,2356,,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,7.69,2356,,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,99,337,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,484,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,54,141,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,BOONE,5738146000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),16,141,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.55,3420,,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,3420,,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,2,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,95,471,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,667,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,51,209,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,8168614700,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),6,209,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,81,285,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,415,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,62,113,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),45,113,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,98,174,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,100,237,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,70,63,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),44,63,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,8225,,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.54,8225,,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,71,17,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,84,532,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,99,746,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,29,312,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,SAINT LOUIS,3146524100,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),26,312,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.16,3136,,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.05,3136,,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,38,13,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,SUB-1,Alcohol Use Screening,93,351,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,TOB-1,Tobacco Use Screening,68,447,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,TOB-2,Tobacco Use Treatment Provided or Offered,0,157,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,9136822000,Inpatient Psychiatric Facility Measures,TOB-2a,Tobacco Use Treatment (during the hospital stay),0,157,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,3184730010,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.72,8886,,1/1/2016,12/31/2016
